Id,Weekly_Sales
1_3_2012-11-16,9653.235
1_3_2012-11-23,10012.185
1_3_2012-11-30,10501.695
1_3_2012-12-07,12087.665
1_3_2012-12-14,12583.445
1_3_2012-12-21,12874.119999999999
1_3_2012-12-28,8557.29
1_3_2013-01-04,14867.095000000001
1_3_2013-01-11,13549.18
1_3_2013-01-18,12117.51
1_3_2013-01-25,11298.255000000001
1_3_2013-02-01,12412.806666666665
1_3_2013-02-08,11568.313333333334
1_3_2013-02-15,11162.076666666666
1_3_2013-02-22,10703.783333333333
1_3_2013-03-01,11567.336666666668
1_3_2013-03-08,10913.043333333333
1_3_2013-03-15,8665.263333333332
1_3_2013-03-22,9108.696666666669
1_3_2013-03-29,9673.5
1_3_2013-04-05,9977.286666666667
1_3_2013-04-12,8455.833333333334
1_3_2013-04-19,8661.67
1_3_2013-04-26,8875.56
1_3_2013-05-03,10149.69
1_3_2013-05-10,8998.346666666666
1_3_2013-05-17,8120.913333333334
1_3_2013-05-24,8292.906666666668
1_3_2013-05-31,8010.356666666667
1_3_2013-06-07,7955.366666666666
1_3_2013-06-14,7958.69
1_3_2013-06-21,6686.12
1_3_2013-06-28,7835.37
1_3_2013-07-05,7984.293333333332
1_3_2013-07-12,12818.519999999999
1_3_2013-07-19,17709.023333333334
1_3_2013-07-26,21654.72
1_4_2012-11-02,38667.695
1_4_2012-11-09,35917.274999999994
1_4_2012-11-16,37367.595
1_4_2012-11-23,46382.705
1_4_2012-11-30,37800.09
1_4_2012-12-07,37546.81
1_4_2012-12-14,38710.44
1_4_2012-12-21,47839.58
1_4_2012-12-28,37142.51
1_4_2013-01-04,39436.78
1_4_2013-01-11,35488.155
1_4_2013-01-18,33757.89
1_4_2013-01-25,33259.895000000004
1_4_2013-02-01,38699.78666666666
1_4_2013-02-08,37343.223333333335
1_4_2013-02-15,36618.886666666665
1_4_2013-02-22,34430.39666666667
1_4_2013-03-01,38163.37666666667
1_4_2013-03-08,35610.85333333333
1_4_2013-03-15,35702.15333333333
1_4_2013-03-22,35090.57
1_4_2013-03-29,36659.96666666667
1_4_2013-04-05,38249.69
1_4_2013-04-12,35218.78
1_4_2013-04-19,35096.48
1_4_2013-04-26,34953.63333333334
1_4_2013-05-03,38964.526666666665
1_4_2013-05-10,34323.189999999995
1_4_2013-05-17,34748.39000000001
1_4_2013-05-24,37147.14
1_4_2013-05-31,41540.920000000006
1_4_2013-06-07,37693.42999999999
1_4_2013-06-14,36534.14333333333
1_4_2013-06-21,35639.00666666666
1_4_2013-06-28,38661.39666666667
1_4_2013-07-05,41289.46666666667
1_4_2013-07-12,35746.45666666667
1_4_2013-07-19,36444.926666666666
1_4_2013-07-26,35724.25666666666
1_5_2012-11-02,27929.940000000002
1_5_2012-11-09,27350.77
1_5_2012-11-16,26027.93
1_5_2012-11-23,74749.505
1_5_2012-11-30,34522.145
1_5_2012-12-07,45649.649999999994
1_5_2012-12-14,51534.59
1_5_2012-12-21,73579.955
1_5_2012-12-28,33631.29
1_5_2013-01-04,22902.75
1_5_2013-01-11,18363.489999999998
1_5_2013-01-18,18868.245
1_5_2013-01-25,21747.559999999998
1_5_2013-02-01,30605.809999999998
1_5_2013-02-08,34794.833333333336
1_5_2013-02-15,34593.61666666666
1_5_2013-02-22,26256.693333333333
1_5_2013-03-01,27542.346666666665
1_5_2013-03-08,23565.166666666668
1_5_2013-03-15,24887.993333333332
1_5_2013-03-22,27711.08
1_5_2013-03-29,25319.52
1_5_2013-04-05,23098.783333333336
1_5_2013-04-12,17582.806666666667
1_5_2013-04-19,21065.05
1_5_2013-04-26,18893.36
1_5_2013-05-03,18136.350000000002
1_5_2013-05-10,16585.69
1_5_2013-05-17,16562.716666666664
1_5_2013-05-24,17008.083333333332
1_5_2013-05-31,19004.756666666664
1_5_2013-06-07,21739.693333333333
1_5_2013-06-14,19672.210000000003
1_5_2013-06-21,21695.686666666672
1_5_2013-06-28,19453.823333333334
1_5_2013-07-05,19307.823333333334
1_5_2013-07-12,18150.876666666667
1_5_2013-07-19,18180.483333333334
1_5_2013-07-26,15994.853333333333
1_6_2012-11-02,5630.01
1_6_2012-11-09,3887.98
1_6_2012-11-16,3074.315
1_6_2012-11-23,19396.760000000002
1_6_2012-11-30,5798.795
1_6_2012-12-07,6577.235000000001
1_6_2012-12-14,11050.255000000001
1_6_2012-12-21,23714.315000000002
1_6_2012-12-28,6253.925
1_6_2013-01-04,2520.7
1_6_2013-01-11,2408.3900000000003
1_6_2013-01-18,2295.65
1_6_2013-01-25,2425.04
1_6_2013-02-01,4351.693333333333
1_6_2013-02-08,7005.549999999999
1_6_2013-02-15,4772.37
1_6_2013-02-22,4410.830000000001
1_6_2013-03-01,4856.21
1_6_2013-03-08,4577.033333333334
1_6_2013-03-15,3900.33
1_6_2013-03-22,4944.486666666667
1_6_2013-03-29,3974.0500000000006
1_6_2013-04-05,4177.846666666667
1_6_2013-04-12,4439.656666666667
1_6_2013-04-19,3309.7400000000002
1_6_2013-04-26,4117.83
1_6_2013-05-03,6449.803333333333
1_6_2013-05-10,4906.506666666667
1_6_2013-05-17,4689.106666666667
1_6_2013-05-24,5623.066666666667
1_6_2013-05-31,4252.063333333333
1_6_2013-06-07,4016.813333333333
1_6_2013-06-14,3664.883333333333
1_6_2013-06-21,4043.16
1_6_2013-06-28,4454.776666666667
1_6_2013-07-05,3742.1200000000003
1_6_2013-07-12,3568.0
1_6_2013-07-19,4306.696666666667
1_6_2013-07-26,3106.1733333333336
1_7_2012-11-02,21659.77
1_7_2012-11-09,23481.025
1_7_2012-11-16,23133.440000000002
1_7_2012-11-23,71893.2
1_7_2012-11-30,40262.58
1_7_2012-12-07,55824.15
1_7_2012-12-14,82854.59
1_7_2012-12-21,142999.935
1_7_2012-12-28,32824.535
1_7_2013-01-04,14946.96
1_7_2013-01-11,9984.335
1_7_2013-01-18,11423.470000000001
1_7_2013-01-25,12592.775
1_7_2013-02-01,18293.55
1_7_2013-02-08,20366.14
1_7_2013-02-15,20461.5
1_7_2013-02-22,18997.44
1_7_2013-03-01,18580.336666666666
1_7_2013-03-08,19778.04
1_7_2013-03-15,22051.063333333335
1_7_2013-03-22,17280.266666666666
1_7_2013-03-29,20418.77666666667
1_7_2013-04-05,23101.966666666664
1_7_2013-04-12,20195.876666666663
1_7_2013-04-19,20732.57
1_7_2013-04-26,21454.14333333333
1_7_2013-05-03,20936.149999999998
1_7_2013-05-10,21050.846666666665
1_7_2013-05-17,22231.460000000003
1_7_2013-05-24,30773.47333333333
1_7_2013-05-31,38194.299999999996
1_7_2013-06-07,31844.170000000002
1_7_2013-06-14,28224.163333333334
1_7_2013-06-21,25827.02666666667
1_7_2013-06-28,23471.16333333333
1_7_2013-07-05,23607.966666666664
1_7_2013-07-12,18633.046666666665
1_7_2013-07-19,17519.833333333332
1_7_2013-07-26,16980.64
1_8_2012-11-02,36571.03
1_8_2012-11-09,34765.58
1_8_2012-11-16,34464.405
1_8_2012-11-23,33671.69
1_8_2012-11-30,36054.83
1_8_2012-12-07,36707.43
1_8_2012-12-14,37055.205
1_8_2012-12-21,41463.29
1_8_2012-12-28,32585.754999999997
1_8_2013-01-04,36698.229999999996
1_8_2013-01-11,34131.095
1_8_2013-01-18,34951.76
1_8_2013-01-25,34877.5
1_8_2013-02-01,40033.93666666667
1_8_2013-02-08,37221.27
1_8_2013-02-15,37116.35
1_8_2013-02-22,35572.76333333333
1_8_2013-03-01,38484.28666666667
1_8_2013-03-08,35103.95
1_8_2013-03-15,34543.806666666664
1_8_2013-03-22,33299.69666666666
1_8_2013-03-29,37072.113333333335
1_8_2013-04-05,36835.27
1_8_2013-04-12,34136.613333333335
1_8_2013-04-19,34236.37666666667
1_8_2013-04-26,35175.80333333334
1_8_2013-05-03,38114.30333333334
1_8_2013-05-10,35187.14
1_8_2013-05-17,35963.85666666667
1_8_2013-05-24,36695.073333333334
1_8_2013-05-31,37662.81
1_8_2013-06-07,36790.793333333335
1_8_2013-06-14,35296.52333333334
1_8_2013-06-21,35146.426666666666
1_8_2013-06-28,35763.560000000005
1_8_2013-07-05,37276.10333333333
1_8_2013-07-12,34212.67333333334
1_8_2013-07-19,35384.573333333334
1_8_2013-07-26,34177.27
1_9_2012-11-02,49735.04
1_9_2012-11-09,37418.81
1_9_2012-11-16,28247.07
1_9_2012-11-23,43366.479999999996
1_9_2012-11-30,22510.965
1_9_2012-12-07,27182.105000000003
1_9_2012-12-14,30332.625
1_9_2012-12-21,46360.445
1_9_2012-12-28,25038.614999999998
1_9_2013-01-04,18418.545
1_9_2013-01-11,14315.695
1_9_2013-01-18,12344.310000000001
1_9_2013-01-25,13971.15
1_9_2013-02-01,18386.04
1_9_2013-02-08,17871.01
1_9_2013-02-15,20563.283333333333
1_9_2013-02-22,21883.53
1_9_2013-03-01,27215.603333333333
1_9_2013-03-08,27252.736666666668
1_9_2013-03-15,35044.363333333335
1_9_2013-03-22,32829.79666666667
1_9_2013-03-29,34735.246666666666
1_9_2013-04-05,31636.593333333334
1_9_2013-04-12,30131.88666666667
1_9_2013-04-19,27144.413333333334
1_9_2013-04-26,25987.483333333334
1_9_2013-05-03,27699.36333333333
1_9_2013-05-10,25617.583333333332
1_9_2013-05-17,25959.11
1_9_2013-05-24,28451.55666666667
1_9_2013-05-31,34038.443333333336
1_9_2013-06-07,28112.793333333335
1_9_2013-06-14,26120.02
1_9_2013-06-21,25716.309999999998
1_9_2013-06-28,23307.606666666663
1_9_2013-07-05,28265.046666666665
1_9_2013-07-12,19300.783333333336
1_9_2013-07-19,19548.946666666667
1_9_2013-07-26,20041.86
1_10_2012-11-02,31566.245000000003
1_10_2012-11-09,29317.505
1_10_2012-11-16,27040.055
1_10_2012-11-23,30984.1
1_10_2012-11-30,29282.3
1_10_2012-12-07,30158.364999999998
1_10_2012-12-14,29712.905
1_10_2012-12-21,30879.9
1_10_2012-12-28,25955.89
1_10_2013-01-04,27213.800000000003
1_10_2013-01-11,23527.05
1_10_2013-01-18,24592.17
1_10_2013-01-25,24936.620000000003
1_10_2013-02-01,32427.566666666666
1_10_2013-02-08,34977.57
1_10_2013-02-15,34899.60333333333
1_10_2013-02-22,32859.263333333336
1_10_2013-03-01,36193.97666666666
1_10_2013-03-08,31543.03
1_10_2013-03-15,33625.56666666667
1_10_2013-03-22,35869.72
1_10_2013-03-29,35458.67333333334
1_10_2013-04-05,33905.37
1_10_2013-04-12,31294.99
1_10_2013-04-19,31458.58666666667
1_10_2013-04-26,29429.289999999997
1_10_2013-05-03,32535.31666666667
1_10_2013-05-10,29229.576666666664
1_10_2013-05-17,28374.396666666667
1_10_2013-05-24,31777.91333333333
1_10_2013-05-31,35827.299999999996
1_10_2013-06-07,31960.953333333327
1_10_2013-06-14,32123.046666666665
1_10_2013-06-21,31450.149999999998
1_10_2013-06-28,30833.069999999996
1_10_2013-07-05,34680.806666666664
1_10_2013-07-12,30357.293333333335
1_10_2013-07-19,29575.02
1_10_2013-07-26,30243.333333333332
1_11_2012-11-02,26266.595
1_11_2012-11-09,22711.095
1_11_2012-11-16,22328.205
1_11_2012-11-23,29590.67
1_11_2012-11-30,31347.015
1_11_2012-12-07,33194.19
1_11_2012-12-14,28257.79
1_11_2012-12-21,32065.955
1_11_2012-12-28,23236.745
1_11_2013-01-04,24081.595
1_11_2013-01-11,29225.96
1_11_2013-01-18,20797.05
1_11_2013-01-25,18950.795
1_11_2013-02-01,23794.649999999998
1_11_2013-02-08,21801.856666666667
1_11_2013-02-15,21215.943333333333
1_11_2013-02-22,19492.89
1_11_2013-03-01,21048.890000000003
1_11_2013-03-08,19917.003333333334
1_11_2013-03-15,22087.979999999996
1_11_2013-03-22,22890.983333333334
1_11_2013-03-29,23212.08666666667
1_11_2013-04-05,25250.193333333333
1_11_2013-04-12,22464.213333333333
1_11_2013-04-19,21613.66
1_11_2013-04-26,21895.713333333333
1_11_2013-05-03,28068.806666666667
1_11_2013-05-10,25825.47333333333
1_11_2013-05-17,23374.646666666667
1_11_2013-05-24,27507.01
1_11_2013-05-31,35755.073333333334
1_11_2013-06-07,34693.74333333334
1_11_2013-06-14,32837.55333333334
1_11_2013-06-21,33632.29
1_11_2013-06-28,35080.82
1_11_2013-07-05,31837.966666666664
1_11_2013-07-12,30435.86666666667
1_11_2013-07-19,29292.23
1_11_2013-07-26,30705.710000000003
1_12_2012-11-02,9655.385
1_12_2012-11-09,10765.265
1_12_2012-11-16,8928.314999999999
1_12_2012-11-23,8718.125
1_12_2012-11-30,7765.41
1_12_2012-12-07,7609.325
1_12_2012-12-14,7508.37
1_12_2012-12-21,7817.9349999999995
1_12_2012-12-28,7305.975
1_12_2013-01-04,7828.895
1_12_2013-01-11,7375.045
1_12_2013-01-18,7950.625
1_12_2013-01-25,8008.32
1_12_2013-02-01,8772.226666666667
1_12_2013-02-08,8627.843333333332
1_12_2013-02-15,9971.029999999999
1_12_2013-02-22,10368.083333333334
1_12_2013-03-01,11617.353333333333
1_12_2013-03-08,12031.753333333334
1_12_2013-03-15,13552.173333333332
1_12_2013-03-22,11845.713333333333
1_12_2013-03-29,12004.883333333333
1_12_2013-04-05,11133.43
1_12_2013-04-12,11525.193333333335
1_12_2013-04-19,12244.589999999998
1_12_2013-04-26,10757.87
1_12_2013-05-03,12282.42
1_12_2013-05-10,11078.029999999999
1_12_2013-05-17,12273.949999999999
1_12_2013-05-24,12195.426666666666
1_12_2013-05-31,12749.453333333333
1_12_2013-06-07,11425.06
1_12_2013-06-14,11044.936666666666
1_12_2013-06-21,10202.263333333334
1_12_2013-06-28,11317.286666666667
1_12_2013-07-05,12519.743333333334
1_12_2013-07-12,9867.87
1_12_2013-07-19,11921.366666666667
1_12_2013-07-26,11461.826666666668
1_13_2012-11-02,41496.64
1_13_2012-11-09,37036.619999999995
1_13_2012-11-16,37762.04
1_13_2012-11-23,38498.735
1_13_2012-11-30,36839.405
1_13_2012-12-07,35576.905
1_13_2012-12-14,34010.05
1_13_2012-12-21,37025.19
1_13_2012-12-28,33476.735
1_13_2013-01-04,40587.979999999996
1_13_2013-01-11,35834.4
1_13_2013-01-18,36697.825
1_13_2013-01-25,35316.975000000006
1_13_2013-02-01,41171.096666666665
1_13_2013-02-08,38800.5
1_13_2013-02-15,38028.46333333334
1_13_2013-02-22,38461.71666666667
1_13_2013-03-01,42422.21333333333
1_13_2013-03-08,37804.253333333334
1_13_2013-03-15,37353.506666666675
1_13_2013-03-22,36659.61000000001
1_13_2013-03-29,38143.846666666665
1_13_2013-04-05,39995.200000000004
1_13_2013-04-12,37008.77333333334
1_13_2013-04-19,37007.55333333334
1_13_2013-04-26,36702.24333333333
1_13_2013-05-03,41418.69666666666
1_13_2013-05-10,36924.60666666667
1_13_2013-05-17,37414.73
1_13_2013-05-24,37697.47
1_13_2013-05-31,40912.14333333333
1_13_2013-06-07,40013.986666666664
1_13_2013-06-14,39070.03
1_13_2013-06-21,38319.45333333333
1_13_2013-06-28,39576.19
1_13_2013-07-05,40858.80333333334
1_13_2013-07-12,38797.456666666665
1_13_2013-07-19,39313.03666666666
1_13_2013-07-26,36784.1
1_14_2012-11-02,13863.255000000001
1_14_2012-11-09,14370.470000000001
1_14_2012-11-16,18796.235
1_14_2012-11-23,39015.435
1_14_2012-11-30,17898.45
1_14_2012-12-07,21720.04
1_14_2012-12-14,28743.98
1_14_2012-12-21,47039.979999999996
1_14_2012-12-28,23841.055
1_14_2013-01-04,16165.21
1_14_2013-01-11,13960.135
1_14_2013-01-18,12792.79
1_14_2013-01-25,12185.65
1_14_2013-02-01,16367.386666666665
1_14_2013-02-08,17356.336666666666
1_14_2013-02-15,18706.763333333332
1_14_2013-02-22,16701.210000000003
1_14_2013-03-01,18320.719999999998
1_14_2013-03-08,15450.173333333334
1_14_2013-03-15,13261.306666666665
1_14_2013-03-22,13203.496666666666
1_14_2013-03-29,14053.373333333335
1_14_2013-04-05,14326.993333333332
1_14_2013-04-12,13131.223333333333
1_14_2013-04-19,12934.416666666666
1_14_2013-04-26,13502.133333333333
1_14_2013-05-03,15491.783333333333
1_14_2013-05-10,15200.343333333332
1_14_2013-05-17,13657.71
1_14_2013-05-24,13050.453333333333
1_14_2013-05-31,14150.44
1_14_2013-06-07,12723.643333333333
1_14_2013-06-14,13231.63
1_14_2013-06-21,13239.659999999998
1_14_2013-06-28,14637.726666666667
1_14_2013-07-05,15210.013333333334
1_14_2013-07-12,13095.76
1_14_2013-07-19,11903.393333333333
1_14_2013-07-26,11682.163333333336
1_16_2012-11-02,6312.344999999999
1_16_2012-11-09,6641.78
1_16_2012-11-16,4960.014999999999
1_16_2012-11-23,8813.05
1_16_2012-11-30,5215.785
1_16_2012-12-07,4972.174999999999
1_16_2012-12-14,5063.585
1_16_2012-12-21,7423.01
1_16_2012-12-28,5020.290000000001
1_16_2013-01-04,5791.275
1_16_2013-01-11,5810.245
1_16_2013-01-18,5497.875
1_16_2013-01-25,6237.365
1_16_2013-02-01,9322.42
1_16_2013-02-08,11659.633333333331
1_16_2013-02-15,13774.230000000001
1_16_2013-02-22,18669.62
1_16_2013-03-01,25405.336666666666
1_16_2013-03-08,27929.726666666666
1_16_2013-03-15,43083.869999999995
1_16_2013-03-22,40027.19666666667
1_16_2013-03-29,48005.130000000005
1_16_2013-04-05,53974.28
1_16_2013-04-12,54511.573333333334
1_16_2013-04-19,47785.18666666667
1_16_2013-04-26,43688.246666666666
1_16_2013-05-03,44958.69666666666
1_16_2013-05-10,41325.89333333333
1_16_2013-05-17,37334.92333333333
1_16_2013-05-24,42566.113333333335
1_16_2013-05-31,45971.44666666666
1_16_2013-06-07,34897.32666666667
1_16_2013-06-14,35261.54666666666
1_16_2013-06-21,33948.73
1_16_2013-06-28,34511.22666666666
1_16_2013-07-05,36951.87
1_16_2013-07-12,25926.073333333334
1_16_2013-07-19,23151.453333333335
1_16_2013-07-26,21845.853333333333
1_17_2012-11-02,8505.835
1_17_2012-11-09,7960.049999999999
1_17_2012-11-16,9822.455
1_17_2012-11-23,12833.545
1_17_2012-11-30,10267.695
1_17_2012-12-07,11201.05
1_17_2012-12-14,12564.869999999999
1_17_2012-12-21,19152.635000000002
1_17_2012-12-28,10524.305
1_17_2013-01-04,8334.315
1_17_2013-01-11,8978.779999999999
1_17_2013-01-18,7813.860000000001
1_17_2013-01-25,7480.965
1_17_2013-02-01,10364.51
1_17_2013-02-08,11644.476666666667
1_17_2013-02-15,12594.426666666666
1_17_2013-02-22,10642.173333333332
1_17_2013-03-01,12279.840000000002
1_17_2013-03-08,11358.566666666666
1_17_2013-03-15,9921.526666666667
1_17_2013-03-22,8453.763333333334
1_17_2013-03-29,9249.176666666668
1_17_2013-04-05,8480.109999999999
1_17_2013-04-12,7549.656666666667
1_17_2013-04-19,8560.496666666668
1_17_2013-04-26,8144.366666666666
1_17_2013-05-03,9718.64
1_17_2013-05-10,9402.13
1_17_2013-05-17,8819.14
1_17_2013-05-24,7634.923333333333
1_17_2013-05-31,7440.993333333333
1_17_2013-06-07,9035.586666666668
1_17_2013-06-14,8734.073333333334
1_17_2013-06-21,7725.753333333334
1_17_2013-06-28,8302.613333333333
1_17_2013-07-05,8274.243333333334
1_17_2013-07-12,7361.6033333333335
1_17_2013-07-19,7978.756666666665
1_17_2013-07-26,8440.106666666667
1_18_2012-11-02,13083.73
1_18_2012-11-09,9557.0
1_18_2012-11-16,14590.08
1_18_2012-11-23,32255.214999999997
1_18_2012-11-30,50788.395000000004
1_18_2012-12-07,44190.555
1_18_2012-12-14,34526.445
1_18_2012-12-21,22502.975
1_18_2012-12-28,21113.845
1_18_2013-01-04,6099.54
1_18_2013-01-11,1288.125
1_18_2013-01-18,1523.93
1_18_2013-01-25,1903.4450000000002
1_18_2013-02-01,4032.653333333333
1_18_2013-02-08,15427.286666666667
1_18_2013-02-15,22266.97
1_18_2013-02-22,1158.88
1_18_2013-03-01,651.1333333333333
1_18_2013-03-08,801.4066666666666
1_18_2013-03-15,1409.9333333333334
1_18_2013-03-22,2339.8266666666664
1_18_2013-03-29,7711.416666666667
1_18_2013-04-05,8361.886666666665
1_18_2013-04-12,3341.603333333333
1_18_2013-04-19,4498.1466666666665
1_18_2013-04-26,3996.55
1_18_2013-05-03,340.605
1_18_2013-05-10,77.44000000000001
1_18_2013-05-17,1.8
1_18_2013-05-24,1.16
1_18_2013-06-07,2.04
1_18_2013-07-05,4024.6788692926193
1_19_2012-11-02,1083.055
1_19_2012-11-09,1351.05
1_19_2012-11-16,1264.625
1_19_2012-11-23,972.935
1_19_2012-11-30,1515.415
1_19_2012-12-07,1662.885
1_19_2012-12-14,1552.835
1_19_2012-12-21,1623.58
1_19_2012-12-28,1056.72
1_19_2013-01-04,781.465
1_19_2013-01-11,840.1949999999999
1_19_2013-01-18,705.215
1_19_2013-01-25,793.84
1_19_2013-02-01,1465.323333333333
1_19_2013-02-08,1269.8700000000001
1_19_2013-02-15,1320.17
1_19_2013-02-22,1540.5733333333335
1_19_2013-03-01,1272.43
1_19_2013-03-08,1609.6866666666667
1_19_2013-03-15,1549.7666666666667
1_19_2013-03-22,1481.4633333333331
1_19_2013-03-29,1197.6733333333332
1_19_2013-04-05,1543.7433333333336
1_19_2013-04-12,1063.5933333333332
1_19_2013-04-19,1367.5333333333335
1_19_2013-04-26,1029.3933333333332
1_19_2013-05-03,1329.8700000000001
1_19_2013-05-10,1380.506666666667
1_19_2013-05-17,1411.7966666666669
1_19_2013-05-24,1149.7333333333333
1_19_2013-05-31,1127.5766666666666
1_19_2013-06-07,1179.3033333333333
1_19_2013-06-14,964.7366666666667
1_19_2013-06-21,1067.04
1_19_2013-06-28,1109.8333333333333
1_19_2013-07-05,1039.4033333333334
1_19_2013-07-12,1141.8266666666666
1_19_2013-07-19,1069.3799999999999
1_19_2013-07-26,1189.5466666666669
1_20_2012-11-02,3070.93
1_20_2012-11-09,2915.73
1_20_2012-11-16,2983.42
1_20_2012-11-23,5709.764999999999
1_20_2012-11-30,2886.9750000000004
1_20_2012-12-07,2904.12
1_20_2012-12-14,3454.09
1_20_2012-12-21,4624.63
1_20_2012-12-28,3685.26
1_20_2013-01-04,3232.62
1_20_2013-01-11,3784.41
1_20_2013-01-18,3201.04
1_20_2013-01-25,3218.07
1_20_2013-02-01,4216.413333333333
1_20_2013-02-08,4327.266666666667
1_20_2013-02-15,4794.116666666667
1_20_2013-02-22,4215.9
1_20_2013-03-01,4633.256666666666
1_20_2013-03-08,6011.886666666666
1_20_2013-03-15,4510.85
1_20_2013-03-22,3969.693333333333
1_20_2013-03-29,4127.546666666667
1_20_2013-04-05,3357.8500000000004
1_20_2013-04-12,3167.2033333333334
1_20_2013-04-19,3608.8866666666668
1_20_2013-04-26,3868.61
1_20_2013-05-03,4224.926666666666
1_20_2013-05-10,4253.673333333333
1_20_2013-05-17,4412.1466666666665
1_20_2013-05-24,4946.78
1_20_2013-05-31,5626.926666666666
1_20_2013-06-07,5009.61
1_20_2013-06-14,4678.86
1_20_2013-06-21,4666.633333333334
1_20_2013-06-28,5382.570000000001
1_20_2013-07-05,5208.513333333333
1_20_2013-07-12,4199.243333333333
1_20_2013-07-19,4499.973333333334
1_20_2013-07-26,4010.2233333333334
1_21_2012-11-02,8196.525
1_21_2012-11-09,8356.01
1_21_2012-11-16,7607.365
1_21_2012-11-23,9625.605
1_21_2012-11-30,8349.279999999999
1_21_2012-12-07,9423.485
1_21_2012-12-14,10495.435000000001
1_21_2012-12-21,12999.455
1_21_2012-12-28,6839.43
1_21_2013-01-04,7435.33
1_21_2013-01-11,6725.129999999999
1_21_2013-01-18,6771.605
1_21_2013-01-25,7030.335
1_21_2013-02-01,8136.003333333333
1_21_2013-02-08,8420.583333333334
1_21_2013-02-15,8831.086666666668
1_21_2013-02-22,7969.843333333333
1_21_2013-03-01,8828.56
1_21_2013-03-08,7608.916666666667
1_21_2013-03-15,7759.186666666667
1_21_2013-03-22,7009.2733333333335
1_21_2013-03-29,8001.806666666666
1_21_2013-04-05,8574.173333333334
1_21_2013-04-12,7099.47
1_21_2013-04-19,7046.18
1_21_2013-04-26,7556.78
1_21_2013-05-03,8109.62
1_21_2013-05-10,7387.053333333333
1_21_2013-05-17,6797.706666666666
1_21_2013-05-24,7433.606666666667
1_21_2013-05-31,7674.389999999999
1_21_2013-06-07,7329.990000000001
1_21_2013-06-14,7449.713333333333
1_21_2013-06-21,7858.243333333333
1_21_2013-06-28,7233.13
1_21_2013-07-05,7727.950000000001
1_21_2013-07-12,7413.23
1_21_2013-07-19,6980.97
1_21_2013-07-26,7167.69
1_22_2012-11-02,8460.355
1_22_2012-11-09,6966.37
1_22_2012-11-16,7465.165
1_22_2012-11-23,18162.37
1_22_2012-11-30,8633.505000000001
1_22_2012-12-07,11146.68
1_22_2012-12-14,11592.965
1_22_2012-12-21,17923.315
1_22_2012-12-28,11111.505000000001
1_22_2013-01-04,8370.84
1_22_2013-01-11,8379.275
1_22_2013-01-18,6101.195
