Id,Weekly_Sales
1_2_2013-06-28,45942.0
1_2_2013-07-05,46897.383
1_2_2013-07-12,44556.67
1_2_2013-07-19,45011.812
1_2_2013-07-26,44196.53
1_3_2012-11-02,9559.744
1_3_2012-11-09,9616.8545
1_3_2012-11-16,9853.763
1_3_2012-11-23,9639.553
1_3_2012-11-30,11131.934
1_3_2012-12-07,11450.684
1_3_2012-12-14,13262.031
1_3_2012-12-21,15054.053
1_3_2012-12-28,11130.995
1_3_2013-01-04,12416.71
1_3_2013-01-11,12307.829
1_3_2013-01-18,12426.106
1_3_2013-01-25,11146.1045
1_3_2013-02-01,11579.919
1_3_2013-02-08,11614.747
1_3_2013-02-15,11585.681
1_3_2013-02-22,10725.954
1_3_2013-03-01,11078.4795
1_3_2013-03-08,10205.707
1_3_2013-03-15,9652.691
1_3_2013-03-22,9583.094
1_3_2013-03-29,9876.362
1_3_2013-04-05,9573.984
1_3_2013-04-12,9024.112
1_3_2013-04-19,8910.14
1_3_2013-04-26,8871.398
1_3_2013-05-03,9654.289
1_3_2013-05-10,9155.681
1_3_2013-05-17,8658.643
1_3_2013-05-24,8084.265
1_3_2013-05-31,7947.8994
1_3_2013-06-07,8535.65
1_3_2013-06-14,8298.569
1_3_2013-06-21,8031.9165
1_3_2013-06-28,8632.041
1_3_2013-07-05,8688.462
1_3_2013-07-12,13952.17
1_3_2013-07-19,18960.549
1_3_2013-07-26,21569.045
1_4_2012-11-02,38807.527
1_4_2012-11-09,36999.848
1_4_2012-11-16,37246.004
1_4_2012-11-23,46186.574
1_4_2012-11-30,37301.21
1_4_2012-12-07,38913.61
1_4_2012-12-14,38496.125
1_4_2012-12-21,46458.805
1_4_2012-12-28,35864.58
1_4_2013-01-04,40112.344
1_4_2013-01-11,35765.348
1_4_2013-01-18,34357.09
1_4_2013-01-25,32761.625
1_4_2013-02-01,39094.227
1_4_2013-02-08,37997.492
1_4_2013-02-15,36997.777
1_4_2013-02-22,35003.152
1_4_2013-03-01,38898.195
1_4_2013-03-08,36351.992
1_4_2013-03-15,36171.547
1_4_2013-03-22,33804.18
1_4_2013-03-29,35395.977
1_4_2013-04-05,37210.754
1_4_2013-04-12,34998.76
1_4_2013-04-19,34873.855
1_4_2013-04-26,33769.24
1_4_2013-05-03,38318.39
1_4_2013-05-10,34911.387
1_4_2013-05-17,35123.316
1_4_2013-05-24,36984.473
1_4_2013-05-31,40164.164
1_4_2013-06-07,38628.746
1_4_2013-06-14,35549.41
1_4_2013-06-21,35103.676
1_4_2013-06-28,39074.598
1_4_2013-07-05,40398.973
1_4_2013-07-12,37278.21
1_4_2013-07-19,37338.19
1_4_2013-07-26,36328.89
1_5_2012-11-02,25993.658
1_5_2012-11-09,30474.55
1_5_2012-11-16,27554.014
1_5_2012-11-23,71602.15
1_5_2012-11-30,35932.65
1_5_2012-12-07,44224.098
1_5_2012-12-14,59434.223
1_5_2012-12-21,82181.24
1_5_2012-12-28,31518.154
1_5_2013-01-04,22019.607
1_5_2013-01-11,18337.799
1_5_2013-01-18,18060.598
1_5_2013-01-25,19988.465
1_5_2013-02-01,30909.68
1_5_2013-02-08,36498.004
1_5_2013-02-15,35376.63
1_5_2013-02-22,26887.63
1_5_2013-03-01,28283.877
1_5_2013-03-08,25828.47
1_5_2013-03-15,24616.959
1_5_2013-03-22,21046.885
1_5_2013-03-29,23881.457
1_5_2013-04-05,24150.78
1_5_2013-04-12,20194.936
1_5_2013-04-19,20665.771
1_5_2013-04-26,18727.068
1_5_2013-05-03,19498.85
1_5_2013-05-10,19047.81
1_5_2013-05-17,17556.5
1_5_2013-05-24,16986.223
1_5_2013-05-31,18555.549
1_5_2013-06-07,19113.225
1_5_2013-06-14,20333.99
1_5_2013-06-21,18922.115
1_5_2013-06-28,19089.975
1_5_2013-07-05,19649.963
1_5_2013-07-12,17972.668
1_5_2013-07-19,17183.297
1_5_2013-07-26,16729.326
1_6_2012-11-02,3875.2944
1_6_2012-11-09,3936.6653
1_6_2012-11-16,3681.8015
1_6_2012-11-23,15613.906
1_6_2012-11-30,4683.6606
1_6_2012-12-07,6728.2725
1_6_2012-12-14,11739.263
1_6_2012-12-21,23739.412
1_6_2012-12-28,5537.124
1_6_2013-01-04,3212.8342
1_6_2013-01-11,2477.3079
1_6_2013-01-18,2414.5671
1_6_2013-01-25,2968.2795
1_6_2013-02-01,4291.4375
1_6_2013-02-08,5122.2227
1_6_2013-02-15,5385.4917
1_6_2013-02-22,4174.912
1_6_2013-03-01,4459.0806
1_6_2013-03-08,4242.138
1_6_2013-03-15,4557.673
1_6_2013-03-22,4137.2
1_6_2013-03-29,4347.1113
1_6_2013-04-05,4544.8716
1_6_2013-04-12,4039.8157
1_6_2013-04-19,4028.029
1_6_2013-04-26,4032.4644
1_6_2013-05-03,4807.0747
1_6_2013-05-10,4618.787
1_6_2013-05-17,4113.7134
1_6_2013-05-24,4397.513
1_6_2013-05-31,5002.713
1_6_2013-06-07,4854.5947
1_6_2013-06-14,4826.0293
1_6_2013-06-21,4690.5664
1_6_2013-06-28,4474.528
1_6_2013-07-05,4687.3438
1_6_2013-07-12,3959.4656
1_6_2013-07-19,4003.2925
1_6_2013-07-26,3803.493
1_7_2012-11-02,19783.33
1_7_2012-11-09,23195.1
1_7_2012-11-16,24636.59
1_7_2012-11-23,69117.586
1_7_2012-11-30,43924.176
1_7_2012-12-07,59720.88
1_7_2012-12-14,82608.12
1_7_2012-12-21,143008.28
1_7_2012-12-28,26746.584
1_7_2013-01-04,12731.166
1_7_2013-01-11,11076.888
1_7_2013-01-18,13612.195
1_7_2013-01-25,14098.753
1_7_2013-02-01,19362.59
1_7_2013-02-08,19959.896
1_7_2013-02-15,20653.533
1_7_2013-02-22,17184.236
1_7_2013-03-01,18502.05
1_7_2013-03-08,18571.18
1_7_2013-03-15,20490.352
1_7_2013-03-22,18665.879
1_7_2013-03-29,20447.78
1_7_2013-04-05,24853.256
1_7_2013-04-12,20034.025
1_7_2013-04-19,20494.719
1_7_2013-04-26,19381.578
1_7_2013-05-03,22995.967
1_7_2013-05-10,21038.531
1_7_2013-05-17,20155.61
1_7_2013-05-24,23512.4
1_7_2013-05-31,31611.146
1_7_2013-06-07,27345.06
1_7_2013-06-14,25610.957
1_7_2013-06-21,24592.791
1_7_2013-06-28,25816.377
1_7_2013-07-05,27595.904
1_7_2013-07-12,19895.55
1_7_2013-07-19,17857.02
1_7_2013-07-26,16571.652
1_8_2012-11-02,36949.023
1_8_2012-11-09,35232.086
1_8_2012-11-16,35111.96
1_8_2012-11-23,33945.94
1_8_2012-11-30,35181.29
1_8_2012-12-07,36293.566
1_8_2012-12-14,36778.61
1_8_2012-12-21,41627.438
1_8_2012-12-28,33146.176
1_8_2013-01-04,36317.06
1_8_2013-01-11,34225.34
1_8_2013-01-18,34297.188
1_8_2013-01-25,34448.17
1_8_2013-02-01,40071.72
1_8_2013-02-08,37433.047
1_8_2013-02-15,36354.766
1_8_2013-02-22,35847.414
1_8_2013-03-01,38223.688
1_8_2013-03-08,35390.84
1_8_2013-03-15,35163.742
1_8_2013-03-22,33747.22
1_8_2013-03-29,35991.586
1_8_2013-04-05,36503.895
1_8_2013-04-12,34068.914
1_8_2013-04-19,34508.508
1_8_2013-04-26,34026.805
1_8_2013-05-03,37769.43
1_8_2013-05-10,35066.48
1_8_2013-05-17,34800.26
1_8_2013-05-24,35892.68
1_8_2013-05-31,36826.363
1_8_2013-06-07,36190.934
1_8_2013-06-14,35896.508
1_8_2013-06-21,34385.516
1_8_2013-06-28,35667.508
1_8_2013-07-05,35468.215
1_8_2013-07-12,34493.535
1_8_2013-07-19,34433.0
1_8_2013-07-26,34364.387
1_9_2012-11-02,29027.658
1_9_2012-11-09,25537.834
1_9_2012-11-16,22914.27
1_9_2012-11-23,28432.459
1_9_2012-11-30,24411.635
1_9_2012-12-07,25474.838
1_9_2012-12-14,28970.104
1_9_2012-12-21,42869.188
1_9_2012-12-28,20884.01
1_9_2013-01-04,18765.885
1_9_2013-01-11,15198.961
1_9_2013-01-18,16159.11
1_9_2013-01-25,16161.736
1_9_2013-02-01,21078.424
1_9_2013-02-08,20183.664
1_9_2013-02-15,21723.826
1_9_2013-02-22,22376.58
1_9_2013-03-01,27574.39
1_9_2013-03-08,28129.783
1_9_2013-03-15,30241.303
1_9_2013-03-22,28682.076
1_9_2013-03-29,31684.691
1_9_2013-04-05,33500.44
1_9_2013-04-12,29698.982
1_9_2013-04-19,30329.73
1_9_2013-04-26,28058.129
1_9_2013-05-03,30540.373
1_9_2013-05-10,25450.398
1_9_2013-05-17,26561.48
1_9_2013-05-24,29711.428
1_9_2013-05-31,30828.475
1_9_2013-06-07,29602.146
1_9_2013-06-14,29895.13
1_9_2013-06-21,30065.775
1_9_2013-06-28,29552.322
1_9_2013-07-05,30775.146
1_9_2013-07-12,24406.441
1_9_2013-07-19,22764.223
1_9_2013-07-26,23008.08
1_10_2012-11-02,32323.955
1_10_2012-11-09,31507.887
1_10_2012-11-16,29798.084
1_10_2012-11-23,29687.732
1_10_2012-11-30,27763.752
1_10_2012-12-07,28941.55
1_10_2012-12-14,26701.727
1_10_2012-12-21,30691.13
1_10_2012-12-28,26431.816
1_10_2013-01-04,25606.793
1_10_2013-01-11,25253.77
1_10_2013-01-18,25646.393
1_10_2013-01-25,25122.729
1_10_2013-02-01,32120.396
1_10_2013-02-08,35080.516
1_10_2013-02-15,34287.812
1_10_2013-02-22,32213.2
1_10_2013-03-01,33261.83
1_10_2013-03-08,32273.994
1_10_2013-03-15,33731.797
1_10_2013-03-22,29421.162
1_10_2013-03-29,31243.725
1_10_2013-04-05,32989.035
1_10_2013-04-12,31149.316
1_10_2013-04-19,31513.658
1_10_2013-04-26,28317.746
1_10_2013-05-03,32241.38
1_10_2013-05-10,30164.615
1_10_2013-05-17,29767.164
1_10_2013-05-24,29859.46
1_10_2013-05-31,33897.203
1_10_2013-06-07,31556.55
1_10_2013-06-14,32004.322
1_10_2013-06-21,30980.479
1_10_2013-06-28,31745.088
1_10_2013-07-05,33482.68
1_10_2013-07-12,30924.754
1_10_2013-07-19,30692.01
1_10_2013-07-26,30459.049
1_11_2012-11-02,24280.139
1_11_2012-11-09,23328.086
1_11_2012-11-16,23042.525
1_11_2012-11-23,30967.36
1_11_2012-11-30,29392.447
1_11_2012-12-07,29815.094
1_11_2012-12-14,26653.092
1_11_2012-12-21,32340.326
1_11_2012-12-28,23870.762
1_11_2013-01-04,28970.176
1_11_2013-01-11,24368.621
1_11_2013-01-18,20948.605
1_11_2013-01-25,20222.238
1_11_2013-02-01,24033.973
1_11_2013-02-08,20323.818
1_11_2013-02-15,19676.592
1_11_2013-02-22,18009.293
1_11_2013-03-01,20557.645
1_11_2013-03-08,20521.396
1_11_2013-03-15,23454.645
1_11_2013-03-22,21004.111
1_11_2013-03-29,22658.02
1_11_2013-04-05,25031.9
1_11_2013-04-12,21881.479
1_11_2013-04-19,22997.398
1_11_2013-04-26,22824.086
1_11_2013-05-03,27523.645
1_11_2013-05-10,23448.69
1_11_2013-05-17,22691.246
1_11_2013-05-24,27685.107
1_11_2013-05-31,35557.996
1_11_2013-06-07,30830.473
1_11_2013-06-14,28323.064
1_11_2013-06-21,29624.88
1_11_2013-06-28,33455.605
1_11_2013-07-05,33464.305
1_11_2013-07-12,27427.438
1_11_2013-07-19,27267.879
1_11_2013-07-26,25297.078
1_12_2012-11-02,10193.099
1_12_2012-11-09,8780.996
1_12_2012-11-16,7788.2065
1_12_2012-11-23,6077.977
1_12_2012-11-30,8145.0166
1_12_2012-12-07,7344.271
1_12_2012-12-14,7343.413
1_12_2012-12-21,6851.7197
1_12_2012-12-28,6441.7144
1_12_2013-01-04,8913.35
1_12_2013-01-11,7439.8403
1_12_2013-01-18,7383.334
1_12_2013-01-25,8231.342
1_12_2013-02-01,9661.721
1_12_2013-02-08,9737.903
1_12_2013-02-15,10304.268
1_12_2013-02-22,10011.283
1_12_2013-03-01,12060.574
1_12_2013-03-08,11683.3125
1_12_2013-03-15,12538.679
1_12_2013-03-22,11541.757
1_12_2013-03-29,12812.086
1_12_2013-04-05,12854.795
1_12_2013-04-12,11328.149
1_12_2013-04-19,11116.793
1_12_2013-04-26,10369.758
1_12_2013-05-03,12759.38
1_12_2013-05-10,11120.1045
1_12_2013-05-17,10269.265
1_12_2013-05-24,10592.325
1_12_2013-05-31,11949.935
1_12_2013-06-07,11673.994
1_12_2013-06-14,11116.693
1_12_2013-06-21,10520.591
1_12_2013-06-28,11427.182
1_12_2013-07-05,11876.09
1_12_2013-07-12,11007.884
1_12_2013-07-19,10531.228
1_12_2013-07-26,10550.796
1_13_2012-11-02,40527.85
1_13_2012-11-09,37219.45
1_13_2012-11-16,39393.723
1_13_2012-11-23,38973.87
1_13_2012-11-30,37892.74
1_13_2012-12-07,37955.613
1_13_2012-12-14,36261.375
1_13_2012-12-21,38156.344
1_13_2012-12-28,35382.453
1_13_2013-01-04,39747.33
1_13_2013-01-11,36388.625
1_13_2013-01-18,36716.67
1_13_2013-01-25,34772.66
1_13_2013-02-01,42868.93
1_13_2013-02-08,41394.45
1_13_2013-02-15,41011.434
1_13_2013-02-22,39168.574
1_13_2013-03-01,42168.746
1_13_2013-03-08,39168.7
1_13_2013-03-15,39114.598
1_13_2013-03-22,37600.863
1_13_2013-03-29,38182.992
1_13_2013-04-05,39802.676
1_13_2013-04-12,37740.43
1_13_2013-04-19,38174.047
1_13_2013-04-26,36841.81
1_13_2013-05-03,40219.777
1_13_2013-05-10,37764.344
1_13_2013-05-17,38190.297
1_13_2013-05-24,38879.965
1_13_2013-05-31,41344.887
1_13_2013-06-07,39694.984
1_13_2013-06-14,38374.895
1_13_2013-06-21,37850.047
1_13_2013-06-28,39995.2
1_13_2013-07-05,40384.32
1_13_2013-07-12,37906.223
1_13_2013-07-19,38233.08
1_13_2013-07-26,37791.285
1_14_2012-11-02,15033.631
1_14_2012-11-09,16089.518
1_14_2012-11-16,15422.179
1_14_2012-11-23,35153.676
1_14_2012-11-30,17746.549
1_14_2012-12-07,21997.814
1_14_2012-12-14,28705.84
1_14_2012-12-21,46998.152
1_14_2012-12-28,17871.912
1_14_2013-01-04,14659.127
1_14_2013-01-11,12980.704
1_14_2013-01-18,12390.459
1_14_2013-01-25,12482.525
1_14_2013-02-01,16736.916
1_14_2013-02-08,18363.88
1_14_2013-02-15,18080.938
1_14_2013-02-22,15773.392
1_14_2013-03-01,16646.643
1_14_2013-03-08,15302.656
1_14_2013-03-15,14661.436
1_14_2013-03-22,13216.294
1_14_2013-03-29,14144.519
1_14_2013-04-05,14503.338
1_14_2013-04-12,12569.159
1_14_2013-04-19,13640.305
1_14_2013-04-26,12794.1875
1_14_2013-05-03,15244.239
1_14_2013-05-10,13830.683
1_14_2013-05-17,12845.915
1_14_2013-05-24,13305.623
1_14_2013-05-31,14051.127
1_14_2013-06-07,13717.036
1_14_2013-06-14,13566.891
1_14_2013-06-21,13039.464
1_14_2013-06-28,13344.821
1_14_2013-07-05,13555.161
1_14_2013-07-12,12196.019
1_14_2013-07-19,12308.018
1_14_2013-07-26,12252.276
1_16_2012-11-02,7615.373
1_16_2012-11-09,5122.0723
1_16_2012-11-16,4810.6714
1_16_2012-11-23,5097.28
1_16_2012-11-30,4742.4033
1_16_2012-12-07,4803.358
1_16_2012-12-14,4995.5737
1_16_2012-12-21,5260.6724
1_16_2012-12-28,4791.2935
1_16_2013-01-04,4582.1665
1_16_2013-01-11,4739.9067
1_16_2013-01-18,4942.9067
1_16_2013-01-25,4847.534
1_16_2013-02-01,11233.726
1_16_2013-02-08,12290.48
1_16_2013-02-15,15311.022
1_16_2013-02-22,17107.537
1_16_2013-03-01,21240.676
1_16_2013-03-08,29990.447
1_16_2013-03-15,42841.715
1_16_2013-03-22,39510.258
1_16_2013-03-29,44178.645
1_16_2013-04-05,45814.33
1_16_2013-04-12,45684.152
1_16_2013-04-19,43191.31
1_16_2013-04-26,41597.793
1_16_2013-05-03,50399.062
1_16_2013-05-10,46215.242
1_16_2013-05-17,43852.848
1_16_2013-05-24,46023.215
1_16_2013-05-31,49528.418
1_16_2013-06-07,42148.58
1_16_2013-06-14,37181.816
1_16_2013-06-21,34478.52
1_16_2013-06-28,33451.434
1_16_2013-07-05,36324.816
1_16_2013-07-12,23549.049
1_16_2013-07-19,22408.773
1_16_2013-07-26,20097.316
1_17_2012-11-02,9334.948
1_17_2012-11-09,9579.992
1_17_2012-11-16,9669.578
1_17_2012-11-23,12860.702
1_17_2012-11-30,9560.2295
1_17_2012-12-07,10920.576
1_17_2012-12-14,13396.337
1_17_2012-12-21,18801.588
1_17_2012-12-28,9315.426
1_17_2013-01-04,8626.6875
1_17_2013-01-11,7477.716
1_17_2013-01-18,7435.548
1_17_2013-01-25,7319.727
1_17_2013-02-01,9816.365
1_17_2013-02-08,10617.872
1_17_2013-02-15,10757.696
1_17_2013-02-22,9949.961
1_17_2013-03-01,10419.061
1_17_2013-03-08,9932.679
1_17_2013-03-15,9769.894
1_17_2013-03-22,8856.31
1_17_2013-03-29,8977.338
1_17_2013-04-05,9174.335
1_17_2013-04-12,8122.872
1_17_2013-04-19,8509.131
1_17_2013-04-26,8143.0117
1_17_2013-05-03,9317.267
1_17_2013-05-10,8968.205
1_17_2013-05-17,8036.615
1_17_2013-05-24,7832.484
1_17_2013-05-31,8188.335
1_17_2013-06-07,8113.486
1_17_2013-06-14,8017.5264
1_17_2013-06-21,7588.3364
1_17_2013-06-28,8260.32
1_17_2013-07-05,8249.265
1_17_2013-07-12,8228.752
1_17_2013-07-19,8141.8857
1_17_2013-07-26,8351.182
1_18_2012-11-02,14223.211
1_18_2012-11-09,8923.686
1_18_2012-11-16,13486.958
1_18_2012-11-23,27054.922
1_18_2012-11-30,52141.105
1_18_2012-12-07,52651.73
1_18_2012-12-14,34897.973
1_18_2012-12-21,28193.453
1_18_2012-12-28,21187.26
1_18_2013-01-04,7273.1616
1_18_2013-01-11,2621.519
1_18_2013-01-18,2499.1772
1_18_2013-01-25,2462.7385
1_18_2013-02-01,3622.113
1_18_2013-02-08,10959.257
1_18_2013-02-15,20011.275
1_18_2013-02-22,377.0754
1_18_2013-03-01,300.3968
1_18_2013-03-08,177.09494
1_18_2013-03-15,242.13177
1_18_2013-03-22,1202.6582
1_18_2013-03-29,2767.5767
1_18_2013-04-05,7325.6235
1_18_2013-04-12,2319.8682
1_18_2013-04-19,92.7852
1_18_2013-04-26,79.95309
1_18_2013-05-03,114.99482
1_18_2013-05-10,119.30023
1_18_2013-05-17,76.80215
1_18_2013-05-24,76.798836
1_18_2013-06-07,33.86795
1_18_2013-07-05,27.219782
1_19_2012-11-02,1442.5984
1_19_2012-11-09,1352.8257
1_19_2012-11-16,1209.0991
1_19_2012-11-23,753.53033
1_19_2012-11-30,1771.5074
1_19_2012-12-07,1777.8025
1_19_2012-12-14,1567.2379
1_19_2012-12-21,1123.8462
1_19_2012-12-28,1023.5696
1_19_2013-01-04,1179.9644
1_19_2013-01-11,1099.3975
1_19_2013-01-18,1097.5399
1_19_2013-01-25,1136.1522
1_19_2013-02-01,1444.3341
1_19_2013-02-08,1580.547
1_19_2013-02-15,1579.1776
1_19_2013-02-22,1491.8717
1_19_2013-03-01,1553.3446
1_19_2013-03-08,1506.1631
1_19_2013-03-15,1489.4021
1_19_2013-03-22,1506.3181
1_19_2013-03-29,1559.8848
1_19_2013-04-05,1527.1577
1_19_2013-04-12,1390.8174
1_19_2013-04-19,1409.1683
1_19_2013-04-26,1382.4708
1_19_2013-05-03,1406.6802
1_19_2013-05-10,1274.7515
1_19_2013-05-17,1259.5363
1_19_2013-05-24,1206.8647
1_19_2013-05-31,1221.9128
1_19_2013-06-07,1258.747
1_19_2013-06-14,1248.2473
1_19_2013-06-21,1225.0763
1_19_2013-06-28,1214.7369
1_19_2013-07-05,1166.4868
1_19_2013-07-12,1099.9591
1_19_2013-07-19,1111.4058
1_19_2013-07-26,1150.3234
1_20_2012-11-02,3324.0232
1_20_2012-11-09,2799.3264
1_20_2012-11-16,2827.6494
1_20_2012-11-23,5730.1006
1_20_2012-11-30,3082.4873
1_20_2012-12-07,2924.9312
1_20_2012-12-14,3355.9988
1_20_2012-12-21,4968.2554
1_20_2012-12-28,3771.9866
1_20_2013-01-04,3391.359
1_20_2013-01-11,3105.6597
1_20_2013-01-18,3091.8738
1_20_2013-01-25,3012.114
1_20_2013-02-01,4483.1646
1_20_2013-02-08,4115.5166
1_20_2013-02-15,4718.8364
1_20_2013-02-22,4522.0073
1_20_2013-03-01,4914.693
1_20_2013-03-08,4102.355
1_20_2013-03-15,4871.7847
1_20_2013-03-22,3949.9458
1_20_2013-03-29,4176.3384
1_20_2013-04-05,4253.4644
1_20_2013-04-12,3724.0945
1_20_2013-04-19,3960.9275
1_20_2013-04-26,3689.2947
1_20_2013-05-03,4387.3057
1_20_2013-05-10,4320.3843
1_20_2013-05-17,4079.812
1_20_2013-05-24,4224.477
1_20_2013-05-31,5116.586
1_20_2013-06-07,4751.957
1_20_2013-06-14,4589.1406
1_20_2013-06-21,4457.1963
1_20_2013-06-28,4897.105
1_20_2013-07-05,5297.014
1_20_2013-07-12,4350.576
1_20_2013-07-19,4458.8433
1_20_2013-07-26,4164.904
1_21_2012-11-02,7976.2896
1_21_2012-11-09,7789.783
1_21_2012-11-16,8047.9707
1_21_2012-11-23,10152.154
1_21_2012-11-30,8029.246
1_21_2012-12-07,8819.596
1_21_2012-12-14,10838.121
1_21_2012-12-21,15659.108
1_21_2012-12-28,6572.773
1_21_2013-01-04,7258.749
1_21_2013-01-11,7027.633
1_21_2013-01-18,6829.4473
1_21_2013-01-25,6814.614
1_21_2013-02-01,8370.76
1_21_2013-02-08,8665.196
1_21_2013-02-15,8690.39
1_21_2013-02-22,7957.913
1_21_2013-03-01,8745.835
1_21_2013-03-08,8315.284
1_21_2013-03-15,8161.861
1_21_2013-03-22,7682.4717
1_21_2013-03-29,8261.114
1_21_2013-04-05,8570.412
1_21_2013-04-12,7947.625
1_21_2013-04-19,7917.3916
1_21_2013-04-26,7654.6704
1_21_2013-05-03,8168.373
1_21_2013-05-10,7985.5176
1_21_2013-05-17,7570.873
1_21_2013-05-24,7547.305
1_21_2013-05-31,7748.265
1_21_2013-06-07,7811.5664
1_21_2013-06-14,7546.9126
1_21_2013-06-21,7330.043
1_21_2013-06-28,7467.921
1_21_2013-07-05,7519.169
1_21_2013-07-12,7235.908
1_21_2013-07-19,7135.365
1_21_2013-07-26,7050.712
1_22_2012-11-02,8163.823
1_22_2012-11-09,7645.134
1_22_2012-11-16,7652.538
1_22_2012-11-23,15417.801
1_22_2012-11-30,7760.501
1_22_2012-12-07,9432.263
1_22_2012-12-14,12968.753
1_22_2012-12-21,20238.621
1_22_2012-12-28,9104.778
1_22_2013-01-04,7098.3745
1_22_2013-01-11,7310.2563
1_22_2013-01-18,7299.3574
1_22_2013-01-25,7062.5156
1_22_2013-02-01,10272.464
1_22_2013-02-08,11766.35
1_22_2013-02-15,12593.996
1_22_2013-02-22,10069.619
1_22_2013-03-01,10275.476
1_22_2013-03-08,8601.868
1_22_2013-03-15,8249.855
1_22_2013-03-22,7326.363
1_22_2013-03-29,7045.9536
1_22_2013-04-05,7011.6855
1_22_2013-04-12,6606.4766
1_22_2013-04-19,7037.6846
1_22_2013-04-26,6377.994
1_22_2013-05-03,6778.0576
1_22_2013-05-10,6703.681
1_22_2013-05-17,6381.3696
1_22_2013-05-24,6448.952
1_22_2013-05-31,7104.5103
1_22_2013-06-07,7204.989
1_22_2013-06-14,7517.6987
1_22_2013-06-21,7191.858
1_22_2013-06-28,7292.327
1_22_2013-07-05,7488.5527
1_22_2013-07-12,7075.6523
1_22_2013-07-19,7291.903
1_22_2013-07-26,7175.2827
1_23_2012-11-02,25157.863
1_23_2012-11-09,22486.291
1_23_2012-11-16,20336.414
1_23_2012-11-23,32482.81
1_23_2012-11-30,24966.41
1_23_2012-12-07,31743.162
1_23_2012-12-14,38702.72
1_23_2012-12-21,55354.207
1_23_2012-12-28,18078.342
1_23_2013-01-04,16790.734
1_23_2013-01-11,14689.282
1_23_2013-01-18,14593.0
1_23_2013-01-25,13643.682
1_23_2013-02-01,21987.443
1_23_2013-02-08,23432.877
1_23_2013-02-15,24255.264
1_23_2013-02-22,20502.168
1_23_2013-03-01,21541.014
1_23_2013-03-08,20551.27
1_23_2013-03-15,22107.186
1_23_2013-03-22,18910.287
1_23_2013-03-29,19586.764
1_23_2013-04-05,21318.076
1_23_2013-04-12,19206.07
1_23_2013-04-19,19331.23
1_23_2013-04-26,18248.559
1_23_2013-05-03,21624.643
1_23_2013-05-10,20998.63
1_23_2013-05-17,19882.588
1_23_2013-05-24,21266.451
1_23_2013-05-31,24707.373
1_23_2013-06-07,22277.832
1_23_2013-06-14,25056.092
1_23_2013-06-21,25806.709
1_23_2013-06-28,22663.72
1_23_2013-07-05,22939.305
1_23_2013-07-12,19300.688
1_23_2013-07-19,19414.314
1_23_2013-07-26,18815.785
1_24_2012-11-02,7252.708
1_24_2012-11-09,5962.954
1_24_2012-11-16,5274.067
1_24_2012-11-23,8847.816
1_24_2012-11-30,8960.814
1_24_2012-12-07,10943.783
1_24_2012-12-14,12120.029
1_24_2012-12-21,13552.762
1_24_2012-12-28,4398.0923
1_24_2013-01-04,4759.8027
1_24_2013-01-11,4346.5625
1_24_2013-01-18,4036.8035
1_24_2013-01-25,4094.8345
